Country/Region,time,precipIntensityMax,temperatureLow,humidity,pressure
Latvia,4/9/2020,0.0004,33.67,0.64,1019.9
Latvia,4/10/2020,0.0004,36.85,0.55,1025
Latvia,4/11/2020,0.0153,47.59,0.61,1015.9
Latvia,4/12/2020,0.0058,32.09,0.69,999.2
Latvia,4/13/2020,0.0343,33.36,0.85,1004.6
Latvia,4/14/2020,0.0199,36.61,0.88,1004
Latvia,4/15/2020,0.0313,36.05,0.81,998.8
Latvia,4/16/2020,0.0135,35.74,0.72,1009
Latvia,4/17/2020,0.0004,35.84,0.65,1015.4
Latvia,4/18/2020,0.0028,32.15,0.64,1019
Latvia,4/19/2020,0.001,33.24,0.69,1025.2
Latvia,4/20/2020,0.0025,34.82,0.72,1028.3
Lebanon,12/31/2019,0.0135,35.27,0.92,1016.8
Lebanon,1/1/2020,0.0113,35.33,0.93,1015.6
Lebanon,1/2/2020,0.0119,32.4,0.88,1016.8
Lebanon,1/3/2020,0.0227,35.5,0.94,1014.2
Lebanon,1/4/2020,0.0217,37.88,0.96,1014.3
Lebanon,1/5/2020,0.034,36.4,0.81,1015.6
Lebanon,1/6/2020,0.0226,33.99,0.78,1014.4
Lebanon,1/7/2020,0.0734,34.82,0.96,1012.1
Lebanon,1/8/2020,0.048,31.8,0.95,1012.5
Lebanon,1/9/2020,0.0168,29.9,0.88,1015.8
Lebanon,1/10/2020,0.0003,33.33,0.83,1022.3
Lebanon,1/11/2020,0.0101,38.25,0.89,1022.8
Lebanon,1/12/2020,0.0105,33.92,0.89,1021.9
Lebanon,1/13/2020,0.0001,38.64,0.77,1024.5
Lebanon,1/14/2020,0.0027,42.61,0.69,1022.1
Lebanon,1/15/2020,0.0216,37.94,0.75,1017.4
Lebanon,1/16/2020,0.0108,35.93,0.79,1014.2
Lebanon,1/17/2020,0.0073,34.9,0.91,1015.6
Lebanon,1/18/2020,0.0173,35.76,0.95,1017.3
Lebanon,1/19/2020,0.0227,29.71,0.96,1021.9
Lebanon,1/20/2020,0.0243,30.22,0.91,1019.5
Lebanon,1/21/2020,0.0003,30.03,0.79,1020.6
Lebanon,1/22/2020,0.0559,30.79,0.87,1020.1
Lebanon,1/23/2020,0.1494,25.58,0.86,1018.3
Lebanon,1/24/2020,0.0005,27.76,0.58,1028.3
Lebanon,1/25/2020,0.0003,31.83,0.57,1028.1
Lebanon,1/26/2020,0.0004,35.93,0.61,1024
Lebanon,1/27/2020,0.0346,36.21,0.61,1017.4
Lebanon,1/28/2020,0.0292,38.08,0.92,1019.1
Lebanon,1/29/2020,0.0157,35.87,0.91,1019.9
Lebanon,1/30/2020,0.0612,31.03,0.91,1014.7
Lebanon,1/31/2020,0.0101,31.92,0.93,1017.9
Lebanon,2/1/2020,0.0006,34.78,0.82,1021.9
Lebanon,2/2/2020,0.0003,33.83,0.81,1021
Lebanon,2/3/2020,0.0015,37.69,0.86,1017.5
Lebanon,2/4/2020,0.0005,37.61,0.76,1015.3
Lebanon,2/5/2020,0.0036,35.32,0.61,1014.3
Lebanon,2/6/2020,0.1056,30.6,0.99,1014.2
Lebanon,2/7/2020,0.092,26.38,0.99,1014.6
Lebanon,2/8/2020,0.0213,19.22,0.88,1023.8
Lebanon,2/9/2020,0.0118,20.04,0.87,1025.3
Lebanon,2/10/2020,0.0471,34.44,0.84,1023.1
Lebanon,2/11/2020,0.0256,35.8,0.99,1021.8
Lebanon,2/12/2020,0.0004,36.69,0.95,1022.1
Lebanon,2/13/2020,0.0023,37.64,0.83,1023.5
Lebanon,2/14/2020,0.0018,39.44,0.73,1017.1
Lebanon,2/15/2020,0.0091,33.32,0.73,1014.8
Lebanon,2/16/2020,0.0042,34.81,0.85,1017.4
Lebanon,2/17/2020,0.0028,37.14,0.79,1017
Lebanon,2/18/2020,0.033,37.91,0.9,1013.8
Lebanon,2/19/2020,0.0027,36.6,0.91,1016.8
Lebanon,2/20/2020,0.0778,36.7,0.85,1014.2
Lebanon,2/21/2020,0.0252,34.73,0.98,1015.7
Lebanon,2/22/2020,0.0036,37.1,0.88,1018
Lebanon,2/23/2020,0.0063,37.97,0.83,1013.3
Lebanon,2/24/2020,0.0105,36.94,0.88,1012.4
Lebanon,2/25/2020,0.0005,37.75,0.85,1018.6
Lebanon,2/26/2020,0.0003,41.7,0.63,1020.2
Lebanon,2/27/2020,0.0003,38.63,0.54,1015.2
Lebanon,2/28/2020,0.2279,32.12,0.83,1011.2
Lebanon,2/29/2020,0.0818,33.57,0.92,1014.6
Lebanon,3/1/2020,0.0012,35.95,0.88,1019.9
Lebanon,3/2/2020,0.0002,39.95,0.65,1021.2
Lebanon,3/3/2020,0.0002,45.57,0.44,1016
Lebanon,3/4/2020,0.0003,45.29,0.35,1011.6
Lebanon,3/5/2020,0.0982,38.55,0.8,1009.8
Lebanon,3/6/2020,0.0071,40.65,0.86,1017.1
Lebanon,3/7/2020,0.0005,44.96,0.51,1020.5
Lebanon,3/8/2020,0.0004,43.2,0.47,1014.3
Lebanon,3/9/2020,0.0002,43.8,0.62,1015.2
Lebanon,3/10/2020,0.0004,54.59,0.37,1013.8
Lebanon,3/11/2020,0.0234,47.27,0.49,1007.6
Lebanon,3/12/2020,0.0576,40.88,0.87,1002
Lebanon,3/13/2020,0.0058,39.9,0.94,1009.1
Lebanon,3/14/2020,0.0004,42.18,0.86,1015.6
Lebanon,3/15/2020,0.0001,39.87,0.79,1013.7
Lebanon,3/16/2020,0.1383,33.95,0.89,1009.9
Lebanon,3/17/2020,0.0597,35.54,0.99,1010.1
Lebanon,3/18/2020,0.0766,29.23,1,1012.4
Lebanon,3/19/2020,0.0322,30.04,0.98,1012.5
Lebanon,3/20/2020,0.0169,31.48,0.94,1012.4
Lebanon,3/21/2020,0.0003,34.79,0.83,1016.6
Lebanon,3/22/2020,0.0006,43.93,0.51,1013.4
Lebanon,3/23/2020,0.0008,37.37,0.59,1008.1
Lebanon,3/24/2020,0.0007,39.92,0.75,1011.8
Lebanon,3/25/2020,0.001,46.11,0.61,1010.3
Lebanon,3/26/2020,0.0053,42.18,0.58,1007.6
Lebanon,3/27/2020,0.0119,39.67,0.84,1012.3
Lebanon,3/28/2020,0.0084,40.34,0.84,1012.1
Lebanon,3/29/2020,0.1116,42.45,0.85,1012.7
Lebanon,3/30/2020,0.0085,41.51,0.7,1009.5
Lebanon,3/31/2020,0.027,39.14,0.92,1009.7
Lebanon,4/1/2020,0.0018,37.61,0.81,1013.9
Lebanon,4/2/2020,0.0024,41.11,0.64,1015.7
Lebanon,4/3/2020,0,54.48,0.4,1017.2
Lebanon,4/4/2020,0.0041,43.58,0.39,1012.9
Lebanon,4/5/2020,0.0008,41.05,0.66,1015.2
Lebanon,4/6/2020,0.0006,37.13,0.76,1014.8
Lebanon,4/7/2020,0.0055,36.59,0.8,1014
Lebanon,4/8/2020,0.0111,38.24,0.85,1012.6
Lebanon,4/9/2020,0.0217,38.6,0.94,1011.3
Lebanon,4/10/2020,0.0097,35.84,0.89,1014
Lebanon,4/11/2020,0.0004,39.46,0.72,1017.5
Lebanon,4/12/2020,0.0006,43.27,0.65,1017.2
Lebanon,4/13/2020,0.0037,45.83,0.5,1015.9
Lebanon,4/14/2020,0.0003,47.03,0.49,1017.2
Lebanon,4/15/2020,0.0417,44.81,0.53,1011.1
Lebanon,4/16/2020,0.0763,45.89,0.8,1012
Lebanon,4/17/2020,0.0018,49.85,0.63,1014
Lebanon,4/18/2020,0.0033,52.43,0.53,1013.2
Lebanon,4/19/2020,0.0012,51.93,0.46,1011.1
Lebanon,4/20/2020,0.0003,51.63,0.4,1010.5
Liberia,1/1/2020,0.0003,67.03,0.59,1011.1
Liberia,1/2/2020,0.0004,65.3,0.59,1011.8
Liberia,1/3/2020,0.0005,61.8,0.38,1012.3
Liberia,1/4/2020,0.0004,60.46,0.31,1012.5
Liberia,1/5/2020,0.0002,60.39,0.45,1011.7
Liberia,1/6/2020,0,64.18,0.56,1011.1
Liberia,1/7/2020,0.0002,67.11,0.66,1011.2
Liberia,1/8/2020,0.0002,69.66,0.67,1011.8
Liberia,1/9/2020,0.0001,69.97,0.67,1011.8
Liberia,1/10/2020,0.0128,72.88,0.72,1012.1
Liberia,1/11/2020,0.0065,71.39,0.82,1012.9
Liberia,1/12/2020,0.0115,69.67,0.71,1011.8
Liberia,1/13/2020,0.0003,69.72,0.63,1010.5
Liberia,1/14/2020,0.0024,66.6,0.54,1009.9
Liberia,1/15/2020,0.0002,69.29,0.55,1010.9
Liberia,1/16/2020,0.0002,69.24,0.62,1011.9
Liberia,1/17/2020,0.0004,70.37,0.7,1012.6
Liberia,1/18/2020,0.0002,71.3,0.66,1012.2
Liberia,1/19/2020,0.0082,70.13,0.67,1011.2
Liberia,1/20/2020,0.0048,72,0.76,1010.4
Liberia,1/21/2020,0.035,71.03,0.81,1011.2
Liberia,1/22/2020,0.0546,69.96,0.86,1011.9
Liberia,1/23/2020,0.0002,69.86,0.74,1011.3
Liberia,1/24/2020,0.0002,66.58,0.59,1011
Liberia,1/25/2020,0.0003,71,0.61,1011.7
Liberia,1/26/2020,0.0007,72.2,0.68,1012
Liberia,1/27/2020,0.0008,72.35,0.74,1011.3
Liberia,1/28/2020,0.0185,70.04,0.78,1011.9
Liberia,1/29/2020,0.0045,72.08,0.7,1011.9
Liberia,1/30/2020,0.0071,69.56,0.7,1012.8
Liberia,1/31/2020,0.0003,70.28,0.67,1012.7
Liberia,2/1/2020,0.0016,71.93,0.72,1012.3
Liberia,2/2/2020,0.0093,69.58,0.74,1012.9
Liberia,2/3/2020,0.0003,71.58,0.65,1012.9
Liberia,2/4/2020,0.0003,69.86,0.63,1012.7
Liberia,2/5/2020,0.0006,68.4,0.64,1011.7
Liberia,2/6/2020,0.003,69.27,0.71,1011.4
Liberia,2/7/2020,0.0099,68.82,0.65,1011.7
Liberia,2/8/2020,0.0007,71.79,0.65,1011.7
Liberia,2/9/2020,0.0015,70.79,0.7,1012
Liberia,2/10/2020,0.0083,71.98,0.76,1012.7
Liberia,2/11/2020,0.0409,70.91,0.81,1013.1
Liberia,2/12/2020,0.0004,65.47,0.54,1011.3
Liberia,2/13/2020,0.0004,63.77,0.42,1010.9
Liberia,2/14/2020,0.0003,65.61,0.6,1010.1
Liberia,2/15/2020,0.0003,69.71,0.65,1010.3
Liberia,2/16/2020,0.0005,71.9,0.64,1010.4
Liberia,2/17/2020,0.0034,69.27,0.69,1011.2
Liberia,2/18/2020,0.0068,71.75,0.74,1011.3
Liberia,2/19/2020,0.0027,73.52,0.77,1010.1
Liberia,2/20/2020,0.0367,72.7,0.85,1008.9
Liberia,2/21/2020,0.0434,71.54,0.87,1009.5
Liberia,2/22/2020,0.1929,72.28,0.79,1011
Liberia,2/23/2020,0.064,73.17,0.77,1011.4
Liberia,2/24/2020,0.0146,71.83,0.84,1011.4
Liberia,2/25/2020,0.0017,72.63,0.7,1009.9
Liberia,2/26/2020,0.0015,73.82,0.71,1009.5
Liberia,2/27/2020,0.0118,75.19,0.78,1010.2
Liberia,2/28/2020,0.0287,72.05,0.85,1011.3
Liberia,2/29/2020,0.0008,70.44,0.74,1010.7
Liberia,3/1/2020,0.0104,73.13,0.73,1010.2
Liberia,3/2/2020,0.0332,73.86,0.77,1011.2
Liberia,3/3/2020,0.0589,73.58,0.85,1012
Liberia,3/4/2020,0.0789,75.16,0.81,1011.8
Liberia,3/5/2020,0.0179,72.88,0.86,1011.3
Liberia,3/6/2020,0.0935,72.49,0.86,1010.8
Liberia,3/7/2020,0.0404,70.51,0.85,1010.4
Liberia,3/8/2020,0.0274,71.33,0.83,1010.6
Liberia,3/9/2020,0.0898,72.01,0.86,1010.8
Liberia,3/10/2020,0.0387,71.27,0.94,1010.8
Liberia,3/11/2020,0.0606,72.56,0.84,1009.8
Liberia,3/12/2020,0.0061,75.08,0.83,1009.7
Liberia,3/13/2020,0.0417,74.27,0.83,1010
Liberia,3/14/2020,0.0187,75.24,0.9,1010.5
Liberia,3/15/2020,0.0351,70.3,0.93,1010.8
Liberia,3/16/2020,0.032,72.62,0.88,1010
Liberia,3/17/2020,0.0619,73.36,0.9,1010.2
Liberia,3/18/2020,0.0973,72.48,0.9,1011.3
Liberia,3/19/2020,0.023,70.23,0.86,1011.3
Liberia,3/20/2020,0.0484,73.78,0.85,1010.3
Liberia,3/21/2020,0.0792,70.78,0.91,1010.1
Liberia,3/22/2020,0.0643,69.15,0.87,1010.5
Liberia,3/23/2020,0.3876,70.88,0.93,1012.7
Liberia,3/24/2020,0.1017,70.11,0.92,1012.3
Liberia,3/25/2020,0.014,71.03,0.86,1011.5
Liberia,3/26/2020,0.0785,72.85,0.86,1009.7
Liberia,3/27/2020,0.0745,70.15,0.92,1010.3
Liberia,3/28/2020,0.1202,70.85,0.85,1010.9
Liberia,3/29/2020,0.1249,72.41,0.87,1010.9
Liberia,3/30/2020,0.0234,72.88,0.83,1009.4
Liberia,3/31/2020,0.0203,73.22,0.83,1009.5
Liberia,4/1/2020,0.0627,70.92,0.89,1010.7
Liberia,4/2/2020,0.2427,71.11,0.85,1011.3
Liberia,4/3/2020,0.0241,74.58,0.83,1010.4
Liberia,4/4/2020,0.0924,73.73,0.86,1010.8
Liberia,4/5/2020,0.0098,75.06,0.87,1011.4
Liberia,4/6/2020,0.0891,73.27,0.93,1011.6
Liberia,4/7/2020,0.0614,72.25,0.87,1011.4
Liberia,4/8/2020,0.0808,73.41,0.9,1010.3
Liberia,4/9/2020,0.2534,67.72,0.92,1010.3
Liberia,4/10/2020,0.1174,69.27,0.87,1011.2
Liberia,4/11/2020,0.0471,70.89,0.9,1012
Liberia,4/12/2020,0.3062,70.49,0.89,1012.1
Liberia,4/13/2020,0.0347,72.37,0.93,1011.1
Liberia,4/14/2020,0.0468,73.15,0.93,1010.7
Liberia,4/15/2020,0.123,72.84,0.97,1010.9
Liberia,4/16/2020,0.0947,74.1,0.88,1011
Liberia,4/17/2020,0.1805,72.54,0.9,1010.1
Liberia,4/18/2020,0.1948,72.24,0.93,1011.5
Liberia,4/19/2020,0.0342,72.28,0.9,1012.6
Liberia,4/20/2020,0.1337,70.08,0.91,1012.9
Liberia,4/21/2020,0.0232,73.27,0.9,1011.6
Liechtenstein,12/31/2019,0.0002,25.24,0.69,1032.8
Liechtenstein,1/1/2020,0.0003,27.01,0.7,1031.2
Liechtenstein,1/2/2020,0.013,26.19,0.77,1028.1
Liechtenstein,1/3/2020,0.0208,18.35,1,1031.8
Liechtenstein,1/4/2020,0.0006,23.79,0.87,1034.9
Liechtenstein,1/5/2020,0,24.88,0.55,1029.8
Liechtenstein,1/6/2020,0.0062,25.59,0.77,1030.4
Liechtenstein,1/7/2020,0.0065,33.15,0.43,1031.5
Liechtenstein,1/8/2020,0.0001,26.22,0.56,1023.7
Liechtenstein,1/9/2020,0.0059,25.91,0.76,1024.2
Liechtenstein,1/10/2020,0.0066,23.7,0.93,1032.2
Liechtenstein,1/11/2020,0.0003,25.38,0.42,1028.9
Liechtenstein,1/12/2020,0.0003,26.09,0.47,1023.9
Liechtenstein,1/13/2020,0,30.03,0.53,1020
Liechtenstein,1/14/2020,0.0001,28.5,0.64,1022
Liechtenstein,1/15/2020,0.0002,24.85,0.75,1027.7
Liechtenstein,1/16/2020,0.0052,25.4,0.75,1023.9
Liechtenstein,1/17/2020,0.0527,17.18,0.99,1028.5
Liechtenstein,1/18/2020,0.0127,15.09,0.96,1034.8
Liechtenstein,1/19/2020,0.0004,21.79,0.56,1042.1
Liechtenstein,1/20/2020,0.0002,27.28,0.54,1040.1
Liechtenstein,1/21/2020,0.0001,25.79,0.58,1033.7
Liechtenstein,1/22/2020,0.0002,27.58,0.53,1029.3
Liechtenstein,1/23/2020,0.0004,27.56,0.56,1025.3
Liechtenstein,1/24/2020,0.0003,26.11,0.8,1022.4
Liechtenstein,1/25/2020,0.0035,25.09,0.9,1020.8
Liechtenstein,1/26/2020,0.0025,28.38,0.9,1016.7
Liechtenstein,1/27/2020,0.081,22.2,0.97,1007.5
Liechtenstein,1/28/2020,0.0676,22.14,1,1014.4
Liechtenstein,1/29/2020,0.0481,29.66,0.88,1018.9
Liechtenstein,1/30/2020,0.0499,29.98,0.99,1018
Liechtenstein,1/31/2020,0.028,30.06,0.98,1015.8
Liechtenstein,2/1/2020,0.1057,34.91,1,1018.9
Liechtenstein,2/2/2020,0.1175,25.29,1,1018.9
Liechtenstein,2/3/2020,0.1066,20.05,0.97,1015.5
Liechtenstein,2/4/2020,0.0444,14.79,0.98,1031.8
Liechtenstein,2/5/2020,0.0003,21.37,0.63,1032
Liechtenstein,2/6/2020,0.0003,23.55,0.64,1027.1
Liechtenstein,2/7/2020,0.0003,24.14,0.69,1026.3
Liechtenstein,2/8/2020,0.001,31.75,0.72,1024.1
Liechtenstein,2/9/2020,0.0463,26.44,0.9,1011.8
Liechtenstein,2/10/2020,0.0685,20.1,0.98,1013.9
Liechtenstein,2/11/2020,0.0431,19.56,0.98,1022.4
Liechtenstein,2/12/2020,0.0875,24.18,0.76,1016.5
Liechtenstein,2/13/2020,0.1202,23.83,0.99,1022.9
Liechtenstein,2/14/2020,0.0003,31.14,0.77,1026
Liechtenstein,2/15/2020,0.0003,32.81,0.7,1022.3
Liechtenstein,2/16/2020,0.0524,24.37,0.84,1021.3
Liechtenstein,2/17/2020,0.0194,22.49,0.95,1028.6
Liechtenstein,2/18/2020,0.0546,20.53,0.97,1025.4
Liechtenstein,2/19/2020,0.003,25.84,0.86,1024.3
Liechtenstein,2/20/2020,0.0314,26.44,0.94,1029.2
Liechtenstein,2/21/2020,0.0004,32.7,0.72,1030.2
Liechtenstein,2/22/2020,0.0121,33.92,0.88,1026.3
Liechtenstein,2/23/2020,0.0107,31.4,0.97,1021.3
Liechtenstein,2/24/2020,0.0203,19.75,0.9,1008.3
Liechtenstein,2/25/2020,0.0642,14.95,0.98,1005.5
Liechtenstein,2/26/2020,0.0606,15.95,0.95,1007.8
Liechtenstein,2/27/2020,0.0585,23.41,0.88,1019.7
Liechtenstein,2/28/2020,0.0041,24.88,0.84,1009.1
Liechtenstein,2/29/2020,0.0414,22.92,0.98,1003.9
Liechtenstein,3/1/2020,0.074,23.35,0.93,995.4
Liechtenstein,3/2/2020,0.0612,16.36,0.98,1004.6
Liechtenstein,3/3/2020,0.0093,21.62,0.93,1014.7
Liechtenstein,3/4/2020,0.0136,23.82,0.96,1004.5
Liechtenstein,3/5/2020,0.0171,21.87,1,1001.6
Liechtenstein,3/6/2020,0.0411,16.28,0.98,1019.1
Liechtenstein,3/7/2020,0.0006,23.47,0.87,1021.4
Liechtenstein,3/8/2020,0.0635,20.12,0.97,1017
Liechtenstein,3/9/2020,0.1256,30.73,1,1020.2
Liechtenstein,3/10/2020,0.0204,30.47,1,1020.5
Liechtenstein,3/11/2020,0.0137,29.27,0.96,1017.6
Liechtenstein,3/12/2020,0.0443,23.46,0.99,1020.5
Liechtenstein,3/13/2020,0.0122,23.2,0.99,1021.3
Liechtenstein,3/14/2020,0.0004,27.38,0.88,1020.7
Liechtenstein,3/15/2020,0.0001,30.75,0.81,1022.4
Liechtenstein,3/16/2020,0.0005,31.3,0.86,1029.8
Liechtenstein,3/17/2020,0.0003,31.84,0.9,1028.1
Liechtenstein,3/18/2020,0.0003,32.07,0.86,1024.3
Liechtenstein,3/19/2020,0.0343,29.4,0.83,1020.6
Liechtenstein,3/20/2020,0.0151,27.32,0.99,1017.8
Liechtenstein,3/21/2020,0.0031,19.08,1,1021.6
Liechtenstein,3/22/2020,0.0004,13.19,0.76,1027.9
Liechtenstein,3/23/2020,0.0003,15.52,0.68,1026.5
Liechtenstein,3/24/2020,0.0036,16.6,0.78,1020.3
Liechtenstein,3/25/2020,0.0004,23.73,0.77,1015.6
Liechtenstein,3/26/2020,0.0004,28.53,0.88,1014.9
Liechtenstein,3/27/2020,0.0043,28.92,0.94,1016.1
Liechtenstein,3/28/2020,0.0376,20.12,1,1017.1
Liechtenstein,3/29/2020,0.0337,12.49,1,1021.6
Liechtenstein,3/30/2020,0.0007,15.07,0.9,1024.3
Liechtenstein,3/31/2020,0.0004,21.33,0.8,1020.4
Liechtenstein,4/1/2020,0.0003,24.41,0.82,1014.1
Liechtenstein,4/2/2020,0.0034,25.47,0.92,1016.2
Liechtenstein,4/3/2020,0.0002,30.35,0.8,1021.7
Liechtenstein,4/4/2020,0,33.52,0.7,1022.4
Liechtenstein,4/5/2020,0.0002,35.95,0.65,1023.9
Liechtenstein,4/6/2020,0,35.12,0.65,1027.8
Liechtenstein,4/7/2020,0.0005,36.57,0.65,1025.7
Liechtenstein,4/8/2020,0.0011,37.11,0.74,1023.3
Liechtenstein,4/9/2020,0.0004,37.9,0.72,1022.8
Liechtenstein,4/10/2020,0.0004,37.82,0.69,1022.3
Liechtenstein,4/11/2020,0.0059,38.55,0.67,1018.2
Liechtenstein,4/12/2020,0.0385,27.48,0.6,1014.1
Liechtenstein,4/13/2020,0.0384,24.63,0.82,1020.2
Liechtenstein,4/14/2020,0.0003,34.58,0.56,1022.6
Liechtenstein,4/15/2020,0.0002,41.49,0.58,1019.7
Liechtenstein,4/16/2020,0.0025,43.93,0.56,1016.5
Liechtenstein,4/17/2020,0.0164,41.76,0.66,1015.6
Liechtenstein,4/18/2020,0.0246,39.69,0.85,1013.5
Liechtenstein,4/19/2020,0.0078,39.8,0.92,1010
Liechtenstein,4/20/2020,0.0003,40.65,0.83,1009.6
Lithuania,12/31/2019,0.001,37.78,0.79,1021.1
Lithuania,1/1/2020,0.0004,30.68,0.81,1018.2
Lithuania,1/2/2020,0.0024,35.57,0.73,1013.1
Lithuania,1/3/2020,0.0142,31.23,0.83,1003.2
Lithuania,1/4/2020,0.0003,25.63,0.77,1020.1
Lithuania,1/5/2020,0.0155,33.46,0.88,1024.1
Lithuania,1/6/2020,0.0012,28.72,0.87,1023.6
Lithuania,1/7/2020,0.0228,35.68,0.85,1019.5
Lithuania,1/8/2020,0.0079,35.12,0.88,1017.5
Lithuania,1/9/2020,0.0797,38.08,0.93,1010.4
Lithuania,1/10/2020,0.0348,33.44,0.86,1019.3
Lithuania,1/11/2020,0.006,36.38,0.83,1016.6
Lithuania,1/12/2020,0.0253,34.09,0.89,1014.3
Lithuania,1/13/2020,0.0229,37.22,0.84,1016.9
Lithuania,1/14/2020,0.0237,39.24,0.78,1014.5
Lithuania,1/15/2020,0.0005,32.77,0.77,1021.2
Lithuania,1/16/2020,0.0004,31.25,0.83,1028.7
Lithuania,1/17/2020,0.0005,31.72,0.82,1020.9
Lithuania,1/18/2020,0.0002,33.85,0.87,1028.1
Lithuania,1/19/2020,0.0004,37.29,0.85,1036.7
Lithuania,1/20/2020,0.003,39.91,0.88,1024
Lithuania,1/21/2020,0.0126,30.52,0.8,1014.9
Lithuania,1/22/2020,0.0021,34.3,0.78,1023.3
Lithuania,1/23/2020,0.0045,39.11,0.89,1013.1
Lithuania,1/24/2020,0.0051,31.93,0.82,1012.6
Lithuania,1/25/2020,0.0011,32.38,0.86,1016.3
Lithuania,1/26/2020,0.0104,30.01,0.84,1013.3
Lithuania,1/27/2020,0.0265,34.66,0.84,1003.4
Lithuania,1/28/2020,0.0167,33.14,0.87,995.5
Lithuania,1/29/2020,0.005,35.42,0.89,1001.3
Lithuania,1/30/2020,0.0256,35.31,0.93,996.2
Lithuania,1/31/2020,0.0829,41.19,0.93,998.2
Lithuania,2/1/2020,0.0164,34.88,0.85,992
Lithuania,2/2/2020,0.0014,32.15,0.82,997.9
Lithuania,2/3/2020,0.0007,20.52,0.8,1001.4
Lithuania,2/4/2020,0.0003,30.45,0.73,1017.7
Lithuania,2/5/2020,0.01,22.72,0.78,1014.2
Lithuania,2/6/2020,0.0003,26.75,0.59,1026.5
Lithuania,2/7/2020,0.0024,25.38,0.83,1024.1
Lithuania,2/8/2020,0.0003,34.67,0.74,1016.5
Lithuania,2/9/2020,0.0347,36.21,0.82,986.4
Lithuania,2/10/2020,0.0202,35.26,0.85,986.4
Lithuania,2/11/2020,0.0235,35.43,0.88,993.8
Lithuania,2/12/2020,0.013,29.21,0.83,1005.1
Lithuania,2/13/2020,0.0007,22.9,0.83,1016.4
Lithuania,2/14/2020,0.0003,30.55,0.78,1024.7
Lithuania,2/15/2020,0.0193,44.54,0.78,1013.8
Lithuania,2/16/2020,0.0129,36.97,0.7,1005.9
Lithuania,2/17/2020,0.0111,36.38,0.78,1009.6
Lithuania,2/18/2020,0.0091,36.05,0.81,1010.2
Lithuania,2/19/2020,0.003,32.78,0.81,1016
Lithuania,2/20/2020,0.0052,33.58,0.81,1014.1
Lithuania,2/21/2020,0.0299,36.47,0.83,1011.2
Lithuania,2/22/2020,0.0105,35.17,0.8,998.6
Lithuania,2/23/2020,0.004,26.75,0.78,1003.1
Lithuania,2/24/2020,0.0183,31.98,0.9,998.5
Lithuania,2/25/2020,0.0067,28.8,0.85,991.1
Lithuania,2/26/2020,0.0014,31.07,0.83,994.1
Lithuania,2/27/2020,0.0064,29.52,0.81,1002.2
Lithuania,2/28/2020,0.003,36.32,0.81,1006.2
Lithuania,2/29/2020,0.0583,34.86,0.81,998.4
Lithuania,3/1/2020,0.0222,38.91,0.84,999.8
Lithuania,3/2/2020,0.0231,42.27,0.86,1001.9
Lithuania,3/3/2020,0.026,35.37,0.85,1005.7
Lithuania,3/4/2020,0.0016,31.96,0.78,1007.8
Lithuania,3/5/2020,0.0002,37.13,0.73,1006.9
Lithuania,3/6/2020,0.0054,38.76,0.87,1007.3
Lithuania,3/7/2020,0.0033,31.6,0.89,1015.2
Lithuania,3/8/2020,0.0031,32.28,0.81,1015.4
Lithuania,3/9/2020,0.0014,39.69,0.84,1009.5
Lithuania,3/10/2020,0.0299,37.25,0.81,996.5
Lithuania,3/11/2020,0.0448,38.01,0.79,997.3
Lithuania,3/12/2020,0.0083,28.86,0.77,1000.8
Lithuania,3/13/2020,0.0162,21.25,0.69,1012.2
Lithuania,3/14/2020,0.0003,31.21,0.62,1026.6
Lithuania,3/15/2020,0.0092,29.75,0.54,1019
Lithuania,3/16/2020,0.0008,37.67,0.76,1023.9
Lithuania,3/17/2020,0.0019,42.93,0.76,1021.3
Lithuania,3/18/2020,0.002,30.87,0.67,1019.6
Lithuania,3/19/2020,0.0011,31.28,0.75,1022.6
Lithuania,3/20/2020,0.0041,26.22,0.62,1026
Lithuania,3/21/2020,0.0003,21.49,0.5,1036.1
Lithuania,3/22/2020,0.0004,19.62,0.53,1041.7
Lithuania,3/23/2020,0.0003,21.87,0.55,1040.6
Lithuania,3/24/2020,0.0004,24.21,0.55,1038.4
Lithuania,3/25/2020,0.0004,26.84,0.54,1036.7
Lithuania,3/26/2020,0.0004,31.2,0.55,1031.2
Lithuania,3/27/2020,0.0004,38.77,0.58,1019.9
Lithuania,3/28/2020,0.0051,25.37,0.65,1014.7
Lithuania,3/29/2020,0.0008,25.66,0.48,1020.2
Lithuania,3/30/2020,0.0023,29.52,0.66,1022.5
Lithuania,3/31/2020,0.0192,36.25,0.76,1011.8
Lithuania,4/1/2020,0.0113,39.03,0.85,1003.3
Lithuania,4/2/2020,0.0059,34.78,0.69,1000.3
Lithuania,4/3/2020,0.0019,31.32,0.67,1018.5
Lithuania,4/4/2020,0.0002,32.73,0.71,1032.7
Lithuania,4/5/2020,0.0002,38.3,0.56,1034.1
Lithuania,4/6/2020,0.0002,39.53,0.49,1029.3
Lithuania,4/7/2020,0.0003,42.8,0.58,1028.7
Lithuania,4/8/2020,0.0014,33.31,0.62,1016.3
Lithuania,4/9/2020,0.0004,31.76,0.52,1021.6
Lithuania,4/10/2020,0.0004,33.96,0.52,1026.3
Lithuania,4/11/2020,0.0003,46.99,0.48,1019
Lithuania,4/12/2020,0.0009,30.76,0.61,1002.7
