Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
2018-03-12,"5,895","4,141","3,447",694
2018-03-13,"6,152","4,207","3,398",809
2018-03-14,"5,906","4,021","3,305",716
2018-03-15,"6,300","4,061","3,279",782
2018-03-16,"4,915","3,259","2,673",586
2018-03-17,"3,218","2,161","1,818",343
2018-03-18,"4,429","2,919","2,435",484
2018-03-19,"5,739","4,038","3,316",722
2018-03-20,"6,220","4,292","3,553",739
2018-03-21,"6,238","4,163","3,396",767
2018-03-22,"6,226","4,251","3,595",656
2018-03-23,"4,364","2,994","2,457",537
2018-03-24,"2,882","2,021","1,682",339
2018-03-25,"4,010","2,748","2,263",485
2018-03-26,"6,084","3,995","3,289",706
2018-03-27,"5,874","4,147","3,446",701
2018-03-28,"5,719","3,917","3,288",629
2018-03-29,"5,003","3,396","2,812",584
2018-03-30,"3,605","2,541","2,062",479
2018-03-31,"2,811","1,901","1,512",389
2018-04-01,"3,567","2,438","1,956",482
2018-04-02,"5,237","3,542","2,875",667
2018-04-03,"6,154","4,126","3,438",688
2018-04-04,"5,895","4,112","3,418",694
2018-04-05,"5,858","3,943","3,232",711
2018-04-06,"5,034","3,348","2,749",599
2018-04-07,"3,613","2,291","1,840",451
2018-04-08,"4,389","3,059","2,530",529
2018-04-09,"6,278","4,290","3,546",744
2018-04-10,"6,836","4,514","3,747",767
2018-04-11,"6,731","4,596","3,759",837
2018-04-12,"6,287","4,332","3,563",769
2018-04-13,"5,089","3,454","2,850",604
2018-04-14,"3,812","2,542","2,094",448
2018-04-15,"5,290","3,538","2,914",624
2018-04-16,"7,161","4,993","4,188",805
2018-04-17,"7,352","4,939","4,058",881
2018-04-18,"7,218","4,842","4,001",841
2018-04-19,"7,040","4,672","3,895",777
2018-04-20,"5,367","3,728","3,029",699
2018-04-21,"4,021","2,749","2,253",496
2018-04-22,"5,397","3,722","3,059",663
2018-04-23,"7,605","5,124","4,216",908
2018-04-24,"7,614","5,094","4,181",913
2018-04-25,"7,984","5,541","4,616",925
2018-04-26,"7,040","4,823","3,957",866
2018-04-27,"5,628","3,749","3,095",654
2018-04-28,"3,926","2,618","2,141",477
2018-04-29,"5,479","3,635","3,057",578
2018-04-30,"6,670","4,584","3,784",800
2018-05-01,"6,783","4,542","3,742",800
2018-05-02,"7,105","4,865","4,013",852
2018-05-03,"6,877","4,702","3,854",848
2018-05-04,"5,460","3,711","3,039",672
2018-05-05,"3,648","2,568","2,058",510
2018-05-06,"4,917","3,311","2,737",574
2018-05-07,"6,980","4,654","3,881",773
2018-05-08,"6,702","4,577","3,700",877
2018-05-09,"6,699","4,488","3,581",907
2018-05-10,"6,001","4,059","3,265",794
2018-05-11,"5,094","3,454","2,766",688
2018-05-12,"3,179","2,237","1,821",416
2018-05-13,"4,169","2,912","2,413",499
2018-05-14,"6,392","4,388","3,637",751
2018-05-15,"5,878","4,094","3,384",710
2018-05-16,"5,800","3,976","3,266",710
2018-05-17,"5,690","4,023","3,254",769
2018-05-18,"4,314","2,986","2,400",586
2018-05-19,"2,948","2,117","1,735",382
2018-05-20,"3,864","2,674","2,155",519
2018-05-21,"5,499","3,708","3,005",703
2018-05-22,"5,790","4,040","3,269",771
2018-05-23,"5,720","3,971","3,206",765
2018-05-24,"5,692","3,675","2,965",710
2018-05-25,"4,082","2,803","2,188",615
2018-05-26,"2,716","1,965","1,597",368
2018-05-27,"3,430","2,374","1,887",487
2018-05-28,"4,353","2,994","2,392",602
2018-05-29,"5,525","3,777","3,112",665
2018-05-30,"5,407","3,574","2,908",666
2018-05-31,"4,994","3,485","2,792",693
2018-06-01,"3,835","2,681","2,172",509
2018-06-02,"2,511","1,750","1,423",327
2018-06-03,"3,371","2,308","1,891",417
2018-06-04,"5,226","3,399","2,741",658
2018-06-05,"5,139","3,453","2,811",642
2018-06-06,"5,051","3,474","2,828",646
2018-06-07,"4,787","3,283","2,685",598
2018-06-08,"3,956","2,670","2,107",563
2018-06-09,"2,303","1,589","1,278",311
2018-06-10,"3,011","2,091","1,717",374
2018-06-11,"4,896","3,326","2,714",612
2018-06-12,"4,952","3,309","2,624",685
2018-06-13,"4,570","3,099","2,439",660
2018-06-14,"4,542","2,962","2,377",585
2018-06-15,"3,383","2,320","1,847",473
2018-06-16,"1,922","1,316","1,061",255
2018-06-17,"2,404","1,677","1,361",316
2018-06-18,"4,576","2,964","2,313",651
2018-06-19,"4,727","3,144","2,519",625
2018-06-20,"4,639","2,989","2,370",619
2018-06-21,"4,108","2,762","2,154",608
2018-06-22,"3,372","2,207","1,744",463
2018-06-23,"1,996","1,277",989,288
2018-06-24,"2,415","1,619","1,266",353
2018-06-25,"4,457","2,881","2,272",609
2018-06-26,"4,736","3,039","2,410",629
2018-06-27,"4,245","2,818","2,244",574
2018-06-28,"4,081","2,785","2,160",625
2018-06-29,"3,053","2,008","1,568",440
2018-06-30,"1,741","1,147",927,220
2018-07-01,"2,186","1,447","1,140",307
2018-07-02,"4,026","2,533","1,952",581
2018-07-03,"3,961","2,515","1,966",549
2018-07-04,"3,019","2,032","1,595",437
2018-07-05,"3,743","2,496","1,997",499
2018-07-06,"3,050","1,995","1,575",420
2018-07-07,"1,688","1,080",857,223
2018-07-08,"2,185","1,440","1,145",295
2018-07-09,"4,104","2,576","2,016",560
2018-07-10,"4,097","2,694","2,059",635
2018-07-11,"3,844","2,506","1,895",611
2018-07-12,"3,743","2,530","2,001",529
2018-07-13,"3,073","2,068","1,581",487
2018-07-14,"1,852","1,249",992,257
2018-07-15,"2,105","1,474","1,173",301
2018-07-16,"4,078","2,657","2,095",562
2018-07-17,"4,515","2,856","2,255",601
2018-07-18,"4,276","2,779","2,173",606
2018-07-19,"4,043","2,705","2,114",591
2018-07-20,"3,004","2,028","1,576",452
2018-07-21,"1,664","1,177",942,235
2018-07-22,"2,248","1,561","1,246",315
2018-07-23,"4,062","2,658","2,081",577
2018-07-24,"4,053","2,680","2,091",589
2018-07-25,"3,628","2,431","1,879",552
2018-07-26,"3,596","2,415","1,925",490
2018-07-27,"3,140","2,002","1,539",463
2018-07-28,"1,938","1,304","1,054",250
2018-07-29,"2,460","1,699","1,364",335
2018-07-30,"4,175","2,771","2,166",605
2018-07-31,"4,113","2,881","2,310",571
2018-08-01,"4,273","2,901","2,310",591
2018-08-02,"4,194","2,754","2,202",552
2018-08-03,"3,405","2,345","1,833",512
2018-08-04,"1,800","1,251","1,025",226
2018-08-05,"2,378","1,694","1,388",306
2018-08-06,"4,319","2,856","2,233",623
2018-08-07,"4,388","2,971","2,375",596
2018-08-08,"4,205","2,724","2,118",606
2018-08-09,"3,973","2,555","1,998",557
2018-08-10,"3,510","2,224","1,777",447
2018-08-11,"1,913","1,281","1,012",269
2018-08-12,"2,397","1,644","1,284",360
2018-08-13,"4,348","2,789","2,224",565
2018-08-14,"3,966","2,688","2,127",561
2018-08-15,"3,805","2,544","2,035",509
2018-08-16,"3,866","2,604","2,074",530
2018-08-17,"3,489","2,219","1,737",482
2018-08-18,"2,074","1,394","1,108",286
2018-08-19,"2,519","1,687","1,318",369
2018-08-20,"4,202","2,734","2,128",606
2018-08-21,"4,023","2,711","2,147",564
2018-08-22,"4,048","2,685","2,121",564
2018-08-23,"4,150","2,860","2,249",611
2018-08-24,"3,154","2,199","1,742",457
2018-08-25,"2,143","1,317","1,012",305
2018-08-26,"2,576","1,705","1,372",333
2018-08-27,"4,317","2,954","2,367",587
2018-08-28,"4,421","3,023","2,427",596
2018-08-29,"4,563","3,019","2,395",624
2018-08-30,"4,055","2,798","2,265",533
2018-08-31,"3,427","2,305","1,815",490
2018-09-01,"1,731","1,241",989,252
2018-09-02,"2,258","1,641","1,293",348
2018-09-03,"3,655","2,499","2,032",467
2018-09-04,"4,456","2,995","2,435",560
2018-09-05,"4,566","3,042","2,456",586
2018-09-06,"4,314","3,049","2,508",541
2018-09-07,"3,557","2,349","1,890",459
2018-09-08,"2,281","1,548","1,255",293
2018-09-09,"3,346","2,255","1,906",349
2018-09-10,"4,711","3,200","2,600",600
2018-09-11,"4,709","3,134","2,595",539
2018-09-12,"4,379","3,032","2,464",568
2018-09-13,"4,357","2,870","2,325",545
2018-09-14,"3,560","2,396","1,907",489
2018-09-15,"2,049","1,488","1,244",244
2018-09-16,"2,813","1,934","1,614",320
2018-09-17,"5,064","3,241","2,621",620
2018-09-18,"5,006","3,221","2,595",626
2018-09-19,"4,949","3,282","2,708",574
2018-09-20,"4,695","3,165","2,573",592
2018-09-21,"3,516","2,383","1,933",450
2018-09-22,"2,460","1,704","1,374",330
2018-09-23,"2,994","2,127","1,733",394
2018-09-24,"4,688","3,273","2,679",594
2018-09-25,"4,924","3,481","2,885",596
2018-09-26,"5,209","3,546","2,936",610
2018-09-27,"5,966","4,029","3,385",644
2018-09-28,"4,740","3,171","2,643",528
2018-09-29,"2,715","1,870","1,618",252
2018-09-30,"3,739","2,573","2,194",379
2018-10-01,"5,841","3,982","3,331",651
2018-10-02,"5,881","4,096","3,514",582
2018-10-03,"5,540","3,863","3,249",614
2018-10-04,"5,636","3,894","3,306",588
2018-10-05,"4,479","3,120","2,638",482
2018-10-06,"3,076","2,094","1,750",344
2018-10-07,"3,973","2,865","2,457",408
2018-10-08,"6,045","4,310","3,659",651
2018-10-09,"6,126","4,173","3,522",651
2018-10-10,"6,084","4,319","3,616",703
2018-10-11,"6,154","4,254","3,632",622
2018-10-12,"4,868","3,385","2,784",601
2018-10-13,"3,409","2,379","2,006",373
2018-10-14,"4,722","3,357","2,859",498
2018-10-15,"6,555","4,550","3,766",784
2018-10-16,"7,079","4,652","3,893",759
2018-10-17,"6,691","4,673","3,893",780
2018-10-18,"6,522","4,398","3,666",732
2018-10-19,"4,922","3,390","2,857",533
2018-10-20,"3,409","2,399","1,990",409
2018-10-21,"4,483","3,092","2,623",469
2018-10-22,"6,666","4,499","3,769",730
2018-10-23,"6,991","4,677","3,916",761
2018-10-24,"6,871","4,619","3,808",811
2018-10-25,"6,357","4,331","3,579",752
2018-10-26,"5,114","3,468","2,827",641
2018-10-27,"3,456","2,400","2,006",394
2018-10-28,"4,924","3,251","2,735",516
2018-10-29,"6,837","4,704","3,890",814
2018-10-30,"6,481","4,547","3,798",749
2018-10-31,"6,296","4,316","3,545",771
2018-11-01,"6,044","3,988","3,299",689
2018-11-02,"4,860","3,326","2,738",588
2018-11-03,"3,430","2,289","1,946",343
2018-11-04,"4,638","3,236","2,744",492
2018-11-05,"6,365","4,329","3,609",720
2018-11-06,"6,330","4,291","3,556",735
2018-11-07,"5,865","3,937","3,267",670
2018-11-08,"5,692","3,938","3,298",640
2018-11-09,"5,026","3,533","2,917",616
2018-11-10,"3,506","2,428","2,018",410
2018-11-11,"4,778","3,265","2,709",556
2018-11-12,"6,684","4,592","3,795",797
2018-11-13,"6,766","4,720","3,918",802
2018-11-14,"6,916","4,674","3,872",802
2018-11-15,"6,440","4,379","3,634",745
2018-11-16,"5,066","3,497","2,863",634
2018-11-17,"3,503","2,489","2,043",446
2018-11-18,"4,855","3,321","2,691",630
2018-11-19,"6,818","4,601","3,795",806
2018-11-20,"6,239","4,424","3,640",784
2018-11-21,"5,471","3,904","3,194",710
2018-11-22,"4,453","3,186","2,592",594
2018-11-23,"4,062","2,892","2,347",545
2018-11-24,"3,485","2,445","1,987",458
2018-11-25,"4,906","3,371","2,815",556
2018-11-26,"7,099","4,871","4,012",859
2018-11-27,"7,503","5,181","4,267",914
2018-11-28,"7,554","5,227","4,330",897
2018-11-29,"7,169","4,944","4,106",838
2018-11-30,"5,608","3,895","3,211",684
2018-12-01,"4,055","2,800","2,306",494
2018-12-02,"5,611","3,906","3,259",647
2018-12-03,"7,650","5,378","4,431",947
2018-12-04,"7,372","5,225","4,328",897
2018-12-05,"7,369","5,166","4,316",850
2018-12-06,"7,250","5,093","4,213",880
2018-12-07,"5,735","4,032","3,296",736
2018-12-08,"4,614","3,240","2,699",541
2018-12-09,"5,979","4,062","3,352",710
2018-12-10,"7,840","5,421","4,465",956
2018-12-11,"7,659","5,267","4,330",937
2018-12-12,"7,319","4,983","4,010",973
2018-12-13,"6,373","4,452","3,620",832
2018-12-14,"4,897","3,404","2,776",628
2018-12-15,"3,325","2,209","1,833",376
2018-12-16,"3,874","2,671","2,206",465
2018-12-17,"5,436","3,791","3,062",729
2018-12-18,"5,174","3,562","2,945",617
2018-12-19,"4,873","3,255","2,632",623
2018-12-20,"3,913","2,716","2,164",552
2018-12-21,"2,934","1,979","1,543",436
2018-12-22,"1,523","1,074",846,228
2018-12-23,"1,859","1,223",997,226
2018-12-24,"1,835","1,310","1,019",291
2018-12-25,"1,852","1,214",955,259
2018-12-26,"2,357","1,594","1,243",351
2018-12-27,"2,583","1,783","1,418",365
2018-12-28,"2,477","1,613","1,279",334
2018-12-29,"1,694","1,197",990,207
2018-12-30,"1,985","1,340","1,097",243
2018-12-31,"1,723","1,159",874,285
2019-01-01,"1,715","1,168",891,277
2019-01-02,"3,431","2,361","1,899",462
2019-01-03,"4,118","2,793","2,259",534
2019-01-04,"3,504","2,373","1,936",437
2019-01-05,"2,308","1,609","1,348",261
2019-01-06,"2,925","2,046","1,648",398
2019-01-07,"4,587","3,100","2,550",550
2019-01-08,"4,731","3,182","2,585",597
2019-01-09,"4,831","3,245","2,660",585
2019-01-10,"4,162","2,836","2,298",538
2019-01-11,"3,726","2,476","1,999",477
2019-01-12,"2,458","1,722","1,413",309
2019-01-13,"3,266","2,264","1,878",386
2019-01-14,"5,016","3,348","2,760",588
2019-01-15,"4,732","3,320","2,738",582
2019-01-16,"4,938","3,447","2,845",602
2019-01-17,"5,033","3,516","2,967",549
2019-01-18,"4,114","2,731","2,236",495
2019-01-19,"2,780","1,929","1,599",330
2019-01-20,"4,205","2,367","1,974",393
2019-01-21,"4,983","3,391","2,783",608
2019-01-22,"5,182","3,674","3,052",622
2019-01-23,"5,316","3,856","3,199",657
2019-01-24,"5,021","3,462","2,853",609
2019-01-25,"4,230","2,882","2,382",500
2019-01-26,"2,743","1,882","1,541",341
2019-01-27,"3,890","2,622","2,232",390
2019-01-28,"5,575","3,925","3,232",693
2019-01-29,"5,732","3,866","3,260",606
2019-01-30,"5,402","3,759","3,134",625
2019-01-31,"5,069","3,597","2,984",613
2019-02-01,"4,222","2,923","2,364",559
2019-02-02,"2,864","1,902","1,596",306
2019-02-03,"3,598","2,447","2,044",403
2019-02-04,"5,366","3,767","3,146",621
2019-02-05,"5,427","3,757","3,124",633
2019-02-06,"5,667","3,759","3,130",629
2019-02-07,"5,517","3,763","3,069",694
2019-02-08,"4,420","2,943","2,429",514
2019-02-09,"3,150","2,274","1,911",363
2019-02-10,"4,264","2,962","2,470",492
2019-02-11,"6,569","4,276","3,566",710
2019-02-12,"6,145","4,092","3,391",701
2019-02-13,"5,743","3,932","3,236",696
2019-02-14,"5,512","3,762","3,075",687
2019-02-15,"4,127","2,952","2,377",575
2019-02-16,"3,309","2,195","1,809",386
2019-02-17,"3,761","2,669","2,217",452
2019-02-18,"5,592","3,912","3,226",686
2019-02-19,"6,100","4,322","3,575",747
2019-02-20,"6,208","4,265","3,543",722
2019-02-21,"5,730","4,071","3,352",719
2019-02-22,"4,372","3,073","2,508",565
2019-02-23,"3,378","2,259","1,871",388
2019-02-24,"4,367","3,012","2,524",488
2019-02-25,"6,318","4,424","3,678",746
2019-02-26,"6,431","4,304","3,530",774
2019-02-27,"5,919","4,205","3,442",763
2019-02-28,"5,668","3,966","3,266",700
2019-03-01,"4,581","3,178","2,594",584
2019-03-02,"3,383","2,263","1,878",385
2019-03-03,"4,311","3,005","2,476",529
2019-03-04,"6,357","4,214","3,443",771
2019-03-05,"6,092","4,092","3,343",749
2019-03-06,"5,772","4,070","3,340",730
2019-03-07,"5,861","4,064","3,330",734
2019-03-08,"4,600","3,147","2,590",557
2019-03-09,"3,390","2,218","1,849",369
2019-03-10,"4,099","2,898","2,397",501
2019-03-11,"6,240","4,320","3,599",721
2019-03-12,"5,871","4,127","3,375",752
2019-03-13,"6,381","4,506","3,726",780
2019-03-14,"5,853","4,043","3,328",715
2019-03-15,"4,425","3,116","2,499",617
2019-03-16,"2,961","2,099","1,685",414
2019-03-17,"4,008","2,744","2,258",486
2019-03-18,"5,830","4,040","3,319",721
2019-03-19,"6,089","4,164","3,448",716
2019-03-20,"5,800","3,946","3,192",754
2019-03-21,"5,431","3,761","3,100",661
2019-03-22,"4,560","3,071","2,543",528
2019-03-23,"3,256","2,254","1,859",395
2019-03-24,"4,156","2,858","2,386",472
2019-03-25,"6,060","4,232","3,469",763
2019-03-26,"6,191","4,344","3,578",766
2019-03-27,"6,678","4,612","3,842",770
2019-03-28,"6,167","4,086","3,361",725
2019-03-29,"4,441","3,147","2,601",546
2019-03-30,"3,243","2,325","1,949",376
2019-03-31,"4,260","3,039","2,543",496
2019-04-01,"6,078","4,238","3,550",688
2019-04-02,"6,824","4,656","3,833",823
2019-04-03,"6,621","4,727","3,942",785
2019-04-04,"6,231","4,343","3,647",696
2019-04-05,"4,776","3,346","2,719",627
2019-04-06,"3,148","2,319","1,924",395
2019-04-07,"4,357","3,050","2,511",539
2019-04-08,"6,794","4,738","3,960",778
2019-04-09,"6,688","4,505","3,736",769
2019-04-10,"6,570","4,448","3,646",802
2019-04-11,"6,113","4,264","3,504",760
2019-04-12,"4,856","3,336","2,726",610
2019-04-13,"3,401","2,409","2,011",398
2019-04-14,"4,551","3,197","2,600",597
2019-04-15,"6,614","4,773","3,967",806
2019-04-16,"7,019","4,837","4,037",800
2019-04-17,"6,643","4,470","3,681",789
2019-04-18,"5,398","3,825","3,133",692
2019-04-19,"4,323","2,981","2,482",499
2019-04-20,"3,546","2,442","2,020",422
2019-04-21,"4,312","3,045","2,534",511
2019-04-22,"6,363","4,520","3,729",791
2019-04-23,"6,797","4,968","4,147",821
2019-04-24,"7,144","5,002","4,136",866
2019-04-25,"6,555","4,621","3,804",817
2019-04-26,"5,400","3,780","3,089",691
2019-04-27,"3,710","2,465","2,038",427
2019-04-28,"4,788","3,294","2,728",566
2019-04-29,"6,232","4,340","3,578",762
2019-04-30,"6,093","4,264","3,440",824
2019-05-01,"6,117","4,275","3,556",719
2019-05-02,"6,274","4,153","3,433",720
2019-05-03,"4,774","3,370","2,763",607
2019-05-04,"3,437","2,462","1,999",463
2019-05-05,"4,330","3,009","2,457",552
2019-05-06,"5,902","4,164","3,402",762
2019-05-07,"6,064","4,258","3,469",789
2019-05-08,"5,709","4,049","3,310",739
2019-05-09,"5,596","3,944","3,275",669
2019-05-10,"4,498","3,144","2,494",650
2019-05-11,"3,258","2,119","1,702",417
2019-05-12,"3,571","2,565","2,070",495
2019-05-13,"5,677","3,908","3,136",772
2019-05-14,"5,534","3,669","2,977",692
2019-05-15,"5,391","3,667","2,989",678
2019-05-16,"5,043","3,577","2,953",624
2019-05-17,"3,993","2,795","2,254",541
2019-05-18,"2,565","1,876","1,545",331
2019-05-19,"3,369","2,364","1,954",410
2019-05-20,"4,993","3,442","2,806",636
2019-05-21,"4,728","3,406","2,813",593
2019-05-22,"4,963","3,431","2,772",659
2019-05-23,"4,637","3,243","2,698",545
2019-05-24,"3,694","2,559","2,070",489
2019-05-25,"2,460","1,658","1,347",311
2019-05-26,"3,006","2,064","1,693",371
2019-05-27,"3,992","2,780","2,271",509
2019-05-28,"4,960","3,403","2,767",636
2019-05-29,"4,376","3,115","2,562",553
2019-05-30,"4,143","2,896","2,353",543
2019-05-31,"3,359","2,363","1,909",454
2019-06-01,"2,218","1,474","1,221",253
2019-06-02,"2,768","1,845","1,516",329
2019-06-03,"3,967","2,831","2,295",536
2019-06-04,"4,501","3,008","2,426",582
2019-06-05,"3,973","2,727","2,233",494
2019-06-06,"4,259","2,871","2,312",559
2019-06-07,"3,181","2,313","1,869",444
2019-06-08,"2,170","1,583","1,324",259
2019-06-09,"2,810","1,930","1,586",344
2019-06-10,"4,420","3,030","2,463",567
2019-06-11,"4,793","3,258","2,664",594
2019-06-12,"4,410","3,064","2,479",585
2019-06-13,"4,076","2,844","2,280",564
2019-06-14,"3,287","2,265","1,789",476
2019-06-15,"2,176","1,467","1,201",266
2019-06-16,"2,516","1,747","1,419",328
2019-06-17,"4,142","2,925","2,398",527
2019-06-18,"4,225","3,013","2,461",552
2019-06-19,"4,162","2,882","2,351",531
2019-06-20,"3,716","2,615","2,137",478
2019-06-21,"3,333","2,275","1,853",422
2019-06-22,"1,918","1,360","1,118",242
2019-06-23,"2,344","1,621","1,317",304
2019-06-24,"3,691","2,591","2,149",442
2019-06-25,"4,035","2,770","2,247",523
2019-06-26,"3,939","2,675","2,186",489
2019-06-27,"3,738","2,671","2,197",474
2019-06-28,"2,846","2,021","1,657",364
2019-06-29,"1,733","1,199",983,216
2019-06-30,"2,184","1,494","1,240",254
2019-07-01,"3,512","2,485","2,001",484
2019-07-02,"3,675","2,636","2,163",473
2019-07-03,"3,831","2,579","2,144",435
2019-07-04,"2,801","1,971","1,648",323
2019-07-05,"2,552","1,790","1,446",344
2019-07-06,"1,950","1,291","1,110",181
2019-07-07,"2,110","1,477","1,209",268
2019-07-08,"4,303","2,903","2,383",520
2019-07-09,"3,883","2,799","2,335",464
2019-07-10,"4,244","2,907","2,347",560
2019-07-11,"3,765","2,669","2,150",519
2019-07-12,"3,286","2,276","1,816",460
2019-07-13,"1,851","1,305","1,063",242
2019-07-14,"2,580","1,754","1,433",321
2019-07-15,"4,140","2,911","2,382",529
2019-07-16,"4,076","2,785","2,285",500
2019-07-17,"4,141","2,900","2,360",540
2019-07-18,"3,898","2,774","2,249",525
2019-07-19,"3,027","2,078","1,641",437
2019-07-20,"1,831","1,271","1,033",238
2019-07-21,"2,282","1,617","1,356",261
2019-07-22,"4,138","2,890","2,376",514
2019-07-23,"4,049","2,868","2,344",524
2019-07-24,"4,272","2,963","2,359",604
2019-07-25,"4,089","2,755","2,210",545
2019-07-26,"3,277","2,264","1,842",422
2019-07-27,"1,954","1,308","1,069",239
2019-07-28,"2,111","1,509","1,239",270
2019-07-29,"3,625","2,539","2,053",486
2019-07-30,"4,415","2,906","2,386",520
2019-07-31,"3,854","2,743","2,260",483
2019-08-01,"4,114","2,771","2,262",509
2019-08-02,"3,492","2,280","1,874",406
2019-08-03,"1,849","1,312","1,096",216
2019-08-04,"2,239","1,630","1,347",283
2019-08-05,"3,976","2,664","2,191",473
2019-08-06,"4,061","2,833","2,284",549
2019-08-07,"3,702","2,675","2,215",460
2019-08-08,"3,622","2,553","2,112",441
2019-08-09,"3,039","2,033","1,660",373
2019-08-10,"1,848","1,265","1,049",216
2019-08-11,"2,082","1,502","1,242",260
2019-08-12,"3,807","2,574","2,121",453
2019-08-13,"3,993","2,667","2,215",452
2019-08-14,"3,567","2,517","2,087",430
2019-08-15,"3,484","2,450","2,046",404
2019-08-16,"2,994","2,022","1,663",359
2019-08-17,"1,793","1,276","1,074",202
2019-08-18,"2,422","1,721","1,477",244
2019-08-19,"4,070","2,847","2,371",476
2019-08-20,"3,987","2,800","2,293",507
2019-08-21,"3,355","2,407","1,963",444
2019-08-22,"2,925","1,959","1,627",332
2019-08-23,"3,010","2,143","1,769",374
2019-08-24,"1,896","1,380","1,151",229
2019-08-25,"2,501","1,791","1,497",294
2019-08-26,"3,851","2,714","2,257",457
2019-08-27,"4,403","3,075","2,622",453
2019-08-28,"4,627","3,125","2,623",502
2019-08-29,"4,221","2,982","2,477",505
2019-08-30,"3,025","2,102","1,727",375
2019-08-31,"1,998","1,386","1,179",207
2019-09-01,"2,297","1,645","1,414",231
2019-09-02,"3,192","2,272","1,910",362
2019-09-03,"4,087","2,921","2,434",487
2019-09-04,"4,787","3,348","2,842",506
2019-09-05,"4,483","3,078","2,570",508
2019-09-06,"3,571","2,483","2,095",388
2019-09-07,"2,263","1,566","1,343",223
2019-09-08,"2,948","2,118","1,827",291
2019-09-09,"4,521","3,287","2,785",502
2019-09-10,"4,563","3,251","2,758",493
2019-09-11,"4,598","3,365","2,901",464
2019-09-12,"4,603","3,356","2,868",488
2019-09-13,"3,349","2,508","2,121",387
2019-09-14,"2,437","1,716","1,451",265
2019-09-15,"3,188","2,367","2,082",285
2019-09-16,"5,291","3,839","3,280",559
2019-09-17,"5,477","3,815","3,273",542
2019-09-18,"5,257","3,726","3,222",504
2019-09-19,"5,000","3,500","3,028",472
2019-09-20,"3,890","2,822","2,407",415
2019-09-21,"2,654","1,994","1,739",255
2019-09-22,"3,656","2,640","2,328",312
2019-09-23,"5,223","3,804","3,291",513
2019-09-24,"5,276","3,826","3,287",539
2019-09-25,"5,476","3,838","3,306",532
2019-09-26,"5,196","3,718","3,208",510
2019-09-27,"4,052","2,863","2,448",415
2019-09-28,"2,635","1,945","1,696",249
2019-09-29,"4,076","2,895","2,541",354
2019-09-30,"5,167","3,754","3,216",538
2019-10-01,"4,972","3,634","3,082",552
2019-10-02,"5,143","3,683","3,209",474
2019-10-03,"4,753","3,454","2,941",513
2019-10-04,"3,795","2,854","2,440",414
2019-10-05,"2,920","2,118","1,827",291
2019-10-06,"3,950","2,850","2,471",379
2019-10-07,"5,493","3,929","3,432",497
2019-10-08,"5,652","4,186","3,705",481
2019-10-09,"5,617","3,936","3,388",548
2019-10-10,"5,234","3,802","3,261",541
2019-10-11,"4,118","3,147","2,674",473
2019-10-12,"2,863","2,111","1,803",308
2019-10-13,"4,032","3,013","2,645",368
2019-10-14,"5,476","4,022","3,466",556
2019-10-15,"5,542","4,117","3,572",545
2019-10-16,"5,340","3,966","3,403",563
2019-10-17,"5,388","3,905","3,333",572
2019-10-18,"4,309","3,097","2,675",422
2019-10-19,"3,117","2,223","1,897",326
2019-10-20,"4,234","3,081","2,679",402
2019-10-21,"5,698","4,144","3,507",637
2019-10-22,"5,721","4,132","3,536",596
2019-10-23,"6,018","4,446","3,823",623
2019-10-24,"5,563","3,995","3,397",598
2019-10-25,"4,159","2,961","2,461",500
2019-10-26,"2,732","2,057","1,753",304
2019-10-27,"3,901","2,854","2,460",394
2019-10-28,"5,749","4,120","3,529",591
2019-10-29,"5,821","4,140","3,576",564
2019-10-30,"5,647","4,059","3,452",607
2019-10-31,"5,219","3,689","3,180",509
2019-11-01,"4,054","3,010","2,604",406
2019-11-02,"2,815","2,170","1,889",281
2019-11-03,"4,253","3,063","2,603",460
2019-11-04,"5,816","4,184","3,640",544
2019-11-05,"5,843","4,176","3,549",627
2019-11-06,"6,058","4,351","3,672",679
2019-11-07,"6,291","4,489","3,810",679
2019-11-08,"4,604","3,357","2,839",518
2019-11-09,"3,354","2,337","2,000",337
2019-11-10,"4,190","3,075","2,634",441
2019-11-11,"5,931","4,194","3,573",621
2019-11-12,"6,443","4,589","3,877",712
2019-11-13,"5,805","4,275","3,572",703
2019-11-14,"5,753","4,172","3,569",603
2019-11-15,"4,709","3,452","2,927",525
2019-11-16,"3,418","2,506","2,136",370
2019-11-17,"4,821","3,387","2,872",515
2019-11-18,"6,444","4,699","3,985",714
2019-11-19,"6,607","4,772","4,119",653
2019-11-20,"6,726","4,781","4,115",666
2019-11-21,"6,334","4,462","3,840",622
2019-11-22,"4,575","3,214","2,724",490
2019-11-23,"3,414","2,474","2,118",356
2019-11-24,"4,535","3,242","2,787",455
2019-11-25,"5,970","4,467","3,836",631
2019-11-26,"5,630","4,115","3,522",593
2019-11-27,"5,384","3,823","3,225",598
2019-11-28,"4,201","3,223","2,747",476
2019-11-29,"3,799","2,947","2,504",443
2019-11-30,"3,301","2,443","2,053",390
2019-12-01,"4,420","3,308","2,849",459
2019-12-02,"6,384","4,674","4,031",643
2019-12-03,"6,964","4,975","4,285",690
2019-12-04,"6,957","4,959","4,252",707
2019-12-05,"6,350","4,671","3,989",682
2019-12-06,"5,324","3,796","3,258",538
